composite_rank,drug_name,pert_iname,binding_score,dp_percentile,vina_score,vina_percentile,composite_score,strong_hit,smiles,target,rank
1,dexamethasone,dexamethasone,24.78,21.951219512195124,-7.838,12.195121951219512,16.097560975609756,True,"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:11,t:7|",New Target,12
2,naltrexone,naltrexone,27.15,24.390243902439025,-7.755,14.634146341463413,18.53658536585366,True,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,New Target,13
3,stanozolol,stanozolol,23.38,19.51219512195122,-7.638,19.51219512195122,19.51219512195122,True,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,New Target,11
4,ibrutinib,ibrutinib,7.33,7.317073170731707,-7.384,31.70731707317073,21.95121951219512,True,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C,New Target,3
5,betamethasone-acetate,betamethasone-acetate,54.77,51.21951219512195,-8.159,2.4390243902439024,21.951219512195124,False,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |c:11,t:7|",New Target,26
6,peficitinib,peficitinib,19.41,17.073170731707318,-7.303,36.58536585365854,28.78048780487805,True,"NC(=O)c1cnc2[nH]ccc2c1N[C@H]1[C@H]2C[C@H]3C[C@@H]1C[C@](O)(C3)C2 |&1:13,14,16,18,20,r|",New Target,9
7,nalbuphine,nalbuphine,54.74,48.78048780487805,-7.699,17.073170731707318,29.75609756097561,False,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45,New Target,25
8,mometasone,mometasone,47.4,41.46341463414634,-7.559,24.390243902439025,31.21951219512195,False,"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl |c:11,t:7|",New Target,22
9,ethisterone,ethisterone,27.72,26.82926829268293,-7.373,34.146341463414636,31.219512195121954,True,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C#C,New Target,14
10,dexamethasone-acetate,dexamethasone-acetate,101.38,82.92682926829268,-7.885,7.317073170731707,37.5609756097561,False,"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |c:11,t:7|",New Target,42
11,vimseltinib,vimseltinib,96.91,80.48780487804879,-7.882,9.75609756097561,38.04878048780488,False,CC(C)Nc1ncc(-c2ccc(Oc3ccnc(c3)-c3cnn(C)c3)c(C)n2)c(=O)n1C,New Target,40
12,desoximetasone,desoximetasone,107.78,92.6829268292683,-7.91,4.878048780487805,40.00000000000001,False,"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO |c:11,t:7|",New Target,46
13,eletriptan,eletriptan,71.07,58.536585365853654,-7.429,29.268292682926827,40.975609756097555,False,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,New Target,30
14,ketanserin,ketanserin,85.48,73.17073170731707,-7.633,21.951219512195124,42.4390243902439,False,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,New Target,37
14,meprednisone,meprednisone,78.6,65.85365853658537,-7.556,26.82926829268293,42.4390243902439,False,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:11,t:7|",New Target,34
16,halobetasol-propionate,halobetasol-propionate,6.51,4.878048780487805,-6.615,68.29268292682927,42.926829268292686,False,"CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl |c:18,t:14|",New Target,2
17,clocortolone-pivalate,clocortolone-pivalate,36.36,29.268292682926827,-7.03,53.65853658536586,43.90243902439025,False,"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C |c:12,t:8|",New Target,16
18,norethindrone,norethindrone,50.63,43.90243902439025,-7.09,46.34146341463415,45.36585365853659,False,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |t:8|,New Target,23
19,tibolone,tibolone,53.74,46.34146341463415,-7.054,48.78048780487805,47.80487804878049,False,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12 |t:3|,New Target,24
20,dehydroepiandrosterone,dehydroepiandrosterone,41.82,34.146341463414636,-6.984,58.536585365853654,48.78048780487805,False,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O |t:7|,New Target,19
21,carazolol,carazolol,4.53,2.4390243902439024,-6.049,82.92682926829268,50.731707317073166,False,"CC(C)NC[C@@H](O)COc1cccc2[nH]c3ccccc3c12 |&1:5,r|",New Target,1
22,flumethasone,flumethasone,84.08,70.73170731707317,-7.225,39.02439024390244,51.707317073170735,False,"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:12,t:8|",New Target,36
23,flunisolide,flunisolide,80.88,68.29268292682927,-7.168,41.46341463414634,52.19512195121951,False,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO,New Target,35
24,trospium,trospium,65.79,56.09756097560976,-7.039,51.21951219512195,53.170731707317074,False,"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(c1ccccc1)c1ccccc1)[N+]21CCCC1 |&1:1,4,7|",New Target,29
25,raclopride,raclopride,13.05,9.75609756097561,-5.523,95.1219512195122,60.975609756097555,False,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,New Target,4
26,tiotropium,tiotropium,45.56,39.02439024390244,-6.354,78.04878048780488,62.4390243902439,False,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(c1cccs1)c1cccs1,New Target,21
27,laropiprant,laropiprant,42.03,36.58536585365854,-6.164,80.48780487804879,62.926829268292686,False,CS(=O)(=O)c1cc(F)cc2c3CC[C@H](CC(O)=O)c3n(Cc3ccc(Cl)cc3)c12,New Target,20
28,norgestrel,norgestrel,74.52,63.41463414634146,-6.725,63.41463414634146,63.41463414634146,False,"CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |a:2,6,15,16,19,&1:5,t:9|",New Target,33
29,topiramate,topiramate,63.79,53.65853658536586,-6.465,70.73170731707317,63.90243902439025,False,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,New Target,28
29,altrenogest,altrenogest,94.46,75.60975609756098,-6.997,56.09756097560976,63.90243902439025,False,"C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC=C |c:2,4,10|",New Target,38
31,ethoxzolamide,ethoxzolamide,16.17,14.634146341463413,-5.231,97.5609756097561,64.39024390243902,False,CCOc1ccc2nc(sc2c1)S(N)(=O)=O,New Target,7
32,alprenolol,alprenolol,16.06,12.195121951219512,-4.942,100.0,64.8780487804878,False,CC(C)NCC(O)COc1ccccc1CC=C,New Target,6
33,faropenem,faropenem,39.21,31.70731707317073,-5.86,87.8048780487805,65.3658536585366,False,"C[C@@H](O)[C@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(O)=O |&1:1,&2:3,&3:4,&4:7,r,c:12|",New Target,18
34,indoramin,indoramin,114.86,100.0,-7.11,43.90243902439025,66.34146341463415,False,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,New Target,50
35,moxifloxacin,moxifloxacin,102.57,87.8048780487805,-6.63,65.85365853658537,74.63414634146342,False,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1,New Target,44
36,mepenzolate,mepenzolate,96.86,78.04878048780488,-6.447,73.17073170731707,75.1219512195122,False,C[N+]1(C)CCC[C@@H](C1)OC(=O)C(O)(c1ccccc1)c1ccccc1 |&1:6|,New Target,39
37,beclomethasone,beclomethasone,112.23,97.5609756097561,-6.767,60.97560975609756,75.60975609756099,False,"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO |&1:1,&2:3,&3:4,&4:13,&5:15,&6:17,&7:20,&8:22,r,c:11,t:7|",New Target,49
38,terpinen-4-ol,terpinen-4-ol,73.19,60.97560975609756,-5.748,90.2439024390244,78.53658536585365,False,"CC(C)[C@@]1(O)CCC(C)=CC1 |&1:3,r,c:8|",New Target,32
39,clobetasone-butyrate,clobetasone-butyrate,101.47,85.36585365853658,-6.438,75.60975609756098,79.51219512195122,False,"CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]12C)C(=O)CCl |c:18,t:14|",New Target,43
40,riboflavin,riboflavin,110.65,95.1219512195122,-5.875,85.36585365853658,89.26829268292683,False,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,New Target,48
41,carvedilol,carvedilol,107.22,90.2439024390244,-5.687,92.6829268292683,91.70731707317074,False,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,New Target,45
